id,key,value,type
2190566773,name,"Stop 1: Flinders Street Station, Flinders Street",regular
2190566773,network,PTV - Metropolitan Trams,regular
2190566773,operator,Yarra Trams,regular
2190566773,public_transport,stop_position,regular
2190566773,ref,1,regular
2190566773,tram,yes,regular
2202865397,city,Abbotsford,addr
2202865397,housenumber,239,addr
2202865397,postcode,3067,addr
2202865397,street,Johnston Street,addr
2202865397,amenity,restaurant,regular
2202865397,cuisine,italian,regular
2202865397,name,Rita's Cafeteria,regular
2202865397,outdoor_seating,yes,regular
2202865397,phone,+94198233,regular
2202865397,takeaway,yes,regular
2202865397,website,http://ritasabbotsford.com.au/,regular
2203952180,bench,yes,regular
2203952180,name,Stop 122: Glenlyon Road,regular
2203952180,network,PTV - Metropolitan Trams,regular
2203952180,operator,Yarra Trams,regular
2203952180,public_transport,stop_position,regular
2203952180,railway,tram_stop,regular
2203952180,ref,122,regular
2203952180,shelter,yes,regular
2203952180,tram,yes,regular
2203952180,wheelchair,no,regular
2204310593,name,Stop 25: Miller Street,regular
2204310593,network,PTV - Metropolitan Trams,regular
2204310593,operator,Yarra Trams,regular
2204310593,public_transport,stop_position,regular
2204310593,railway,tram_stop,regular
2204310593,ref,25,regular
2204310593,tram,yes,regular
2204674009,name,Stop 15: St David Street,regular
2204674009,network,PTV - Metropolitan Trams,regular
2204674009,operator,Yarra Trams,regular
2204674009,public_transport,stop_position,regular
2204674009,railway,tram_stop,regular
2204674009,ref,15,regular
2204674009,tram,yes,regular
2209665395,name,Stop 14: Macarthur Road,regular
2209665395,network,PTV - Metropolitan Trams,regular
2209665395,operator,Yarra Trams,regular
2209665395,public_transport,stop_position,regular
2209665395,railway,tram_stop,regular
2209665395,ref,14,regular
2209665395,tram,yes,regular
2210721411,name,Stop 130: Barrow Street,regular
2210721411,network,PTV - Metropolitan Trams,regular
2210721411,operator,Yarra Trams,regular
2210721411,public_transport,stop_position,regular
2210721411,railway,tram_stop,regular
2210721411,ref,130,regular
2210721411,tram,yes,regular
2214255696,name,Stop 40: Mansfield Street,regular
2214255696,network,PTV - Metropolitan Trams,regular
2214255696,operator,Yarra Trams,regular
2214255696,public_transport,stop_position,regular
2214255696,railway,tram_stop,regular
2214255696,ref,40,regular
2214255696,tram,yes,regular
2223067655,name,Stop 36: Rogers Street,regular
2223067655,network,PTV - Metropolitan Trams,regular
2223067655,operator,Yarra Trams,regular
2223067655,public_transport,stop_position,regular
2223067655,railway,tram_stop,regular
2223067655,ref,36,regular
2223067655,tram,yes,regular
2236727803,name,Stop 20: Lennox Street,regular
2236727803,network,PTV - Metropolitan Trams,regular
2236727803,operator,Yarra Trams,regular
2236727803,public_transport,stop_position,regular
2236727803,ref,20,regular
2236727803,tram,yes,regular
2265523654,name,Stop 112A: Power Street,removed
2265523654,railway,tram_stop,removed
2265523654,source,http://yarratrams.com.au/using-trams/service-changes/service-changes/2015/route-55-network-upgrade-work-saturday-23-to-friday-29-may/,regular
2266558458,name,Stop 5: Bourke Street,regular
2266558458,network,PTV - Metropolitan Trams,regular
2266558458,operator,Yarra Trams,regular
2266558458,public_transport,stop_position,regular
2266558458,railway,tram_stop,regular
2266558458,ref,5,regular
2266558458,tram,yes,regular
2266686412,bicycle,yes,regular
2266686412,crossing,traffic_signals,regular
2266686412,light,yes,crossing
2266686412,railway,crossing,regular
2267887408,city,North Melbourne,addr
2267887408,housenumber,400,addr
2267887408,postcode,3053,addr
2267887408,street,William Street,addr
2267887408,amenity,parking,regular
2267887408,covered,yes,regular
2267887408,name,VIP Car Park,regular
2267887408,parking,surface,regular
2269152889,name,Stop 28: Bridport Street,regular
2269152889,network,PTV - Metropolitan Trams,regular
2269152889,operator,Yarra Trams,regular
2269152889,public_transport,stop_position,regular
2269152889,railway,tram_stop,regular
2269152889,ref,28,regular
2269152889,tram,yes,regular
2269152889,wheelchair,no,regular
2270156864,amenity,bench,regular
2273617641,name,"Stop 37: Toorak Station, Orrong Road",regular
2273617641,network,PTV - Metropolitan Trams,regular
2273617641,operator,Yarra Trams,regular
2273617641,public_transport,stop_position,regular
2273617641,railway,tram_stop,regular
2273617641,ref,37,regular
2273617641,tram,yes,regular
2274622376,city,Melbourne,addr
2274622376,housenumber,599,addr
2274622376,postcode,3000,addr
2274622376,street,Elizabeth Street,addr
2274622376,amenity,cafe,regular
2274622376,cuisine,pizza,regular
2274622376,name,Café Perri,regular
2274622376,outdoor_seating,yes,regular
2274622376,phone,+93292599,regular
2286233334,amenity,doctors,regular
2286233334,name,Melbourne North Medical Clinic,regular
2291030440,city,Clifton Hill,addr
2291030440,housenumber,151,addr
2291030440,postcode,3068,addr
2291030440,street,Queens Parade,addr
2291030440,name,Childplay,regular
2291030440,opening_hours,Mo-We 10:00-17:00; Th-Fr 9:30-17:30; Sa 9:30-17:00; Su 11:00-15:00,regular
2291030440,phone,+94897037,regular
2291030440,shop,toys,regular
2291030440,website,http://childplay.com.au/,regular
2296842837,street,Flinders Street,addr
2296842837,name,Liberated Bookshop,regular
2296842837,shop,books,regular
2299087302,source,Bing,regular
2299087302,traffic_calming,hump,regular
2302923281,source,Bing,regular
2302923281,traffic_calming,hump,regular
2317756866,city,Melbourne,addr
2317756866,housenumber,479,addr
2317756866,postcode,3004,addr
2317756866,street,St Kilda Road,addr
2317756866,source,survey,regular
2320296521,city,Richmond,addr
2320296521,housenumber,8,addr
2320296521,postcode,3121,addr
2320296521,street,Corsair Street,addr
2320296521,amenity,kindergarten,regular
2320296521,name,Alpha Children's Centre and Kindergarten,regular
2320296521,operator,Australian Greek Welfare Society,regular
2320296521,phone,+94291488,regular
2320296521,website,http://www.agws.com.au/,regular
2324975789,highway,traffic_signals,regular
2345097756,city,Footscray,addr
2345097756,postcode,3011,addr
2345097756,street,Irving Street,addr
2345097756,internet_access,no,regular
2345097756,name,Visa Permit Australia,regular
2345097756,office,company,regular
2351817407,city,South Melbourne,addr
2351817407,housenumber,111,addr
2351817407,postcode,3205,addr
2351817407,street,Park Street,addr
2355622330,city,Clifton Hill,addr
2355622330,housenumber,354-356,addr
2355622330,postcode,3068,addr
2355622330,street,Queens Parade,addr
2355622330,amenity,cafe,regular
2355622330,name,Cavallini,regular
2355622330,outdoor_seating,yes,regular
2355622330,phone,+94863883,regular
2355622330,website,http://www.cavallini.com.au/,regular
2366743914,street,Hopkins Street,addr
2366743914,amenity,restaurant,regular
2366743914,cuisine,japanese,regular
2366743914,name,Sekai Japanese Ramen,regular
2417777936,power,pole,regular
2417805508,power,pole,regular
2418361306,power,pole,regular
2418668714,power,pole,regular
2418696407,power,pole,regular
2418906576,power,pole,regular
2419363991,power,pole,regular
2419415774,power,pole,regular
2419761269,power,pole,regular
2420374238,power,pole,regular
2420553713,power,pole,regular
2421290339,power,pole,regular
2421355649,power,pole,regular
2421382348,power,pole,regular
2421394438,power,pole,regular
2421404785,power,pole,regular
2421421251,power,pole,regular
2421453987,power,pole,regular
2421523126,power,pole,regular
2421601607,entrance,yes,regular
2421601607,name,Door 1,regular
2421601607,source,survey,regular
2421827062,power,pole,regular
2422388317,power,pole,regular
2430664208,crossing,uncontrolled,regular
2430664208,highway,crossing,regular
2431921193,highway,traffic_signals,regular
2432266944,power,pole,regular
2432307687,power,pole,regular
2436275593,power,pole,regular
2436461334,power,pole,regular
2438127869,power,pole,regular
2438127869,source,nearmap,regular
2438142442,power,pole,regular
2440028103,power,pole,regular
2440042940,power,pole,regular
2440060836,power,pole,regular
2445406728,power,pole,regular
2462688254,power,pole,regular
2469566594,city,Collingwood,addr
2469566594,housenumber,195,addr
2469566594,postcode,3066,addr
2469566594,street,Johnston Street,addr
2469566594,amenity,cafe,regular
2469566594,name,Dog House,regular
2469566594,phone,+94174253,regular
2469566594,website,http://doghouseaustralia.com.au,regular
2469566594,wheelchair,yes,regular
2471679639,power,pole,regular
2471754312,power,pole,regular
2472147983,power,pole,regular
2473029653,power,pole,regular
2473030572,power,pole,regular
2473038964,power,pole,regular
2474724664,power,pole,regular
2474737738,power,pole,regular
2474764864,power,pole,regular
2480671543,power,pole,regular
2487215030,power,pole,regular
2487271270,power,pole,regular
2487477540,power,pole,regular
2504584221,housenumber,523-533,addr
2504584221,street,Victoria Street,addr
2504584221,name,Midas,regular
2504584221,shop,car_repair,regular
2507243356,traffic_calming,hump,regular
2509158838,amenity,restaurant,regular
2509158838,name,3 Station Pier,regular
2512502092,power,pole,regular
2513374446,power,pole,regular
2513604393,power,pole,regular
2521929224,power,pole,regular
2548291829,amenity,shelter,regular
2548291829,name,Clematis Pavillion,regular
2559653740,crossing,traffic_signals,regular
2559653740,highway,crossing,regular
2614490990,highway,traffic_signals,regular
2623009222,highway,bus_stop,regular
2631959411,amenity,bench,regular
2646542611,crossing,automatic_barrier,regular
2646542611,barrier,gate,crossing
2646542611,railway,crossing,regular
2653585225,city,Richmond,addr
2653585225,housenumber,40,addr
2653585225,postcode,3121,addr
2653585225,street,Victoria Street,addr
2653585225,amenity,restaurant,regular
2653585225,cuisine,vietnamese,regular
2653585225,name,Binh Minh,regular
2653585225,opening_hours,Mo-Fr 11:00-23:00; Sa-Su 16:00-00:00,regular
2656917827,name,Collingwood,regular
2656917827,operator,Public Transport Victoria - Metro,regular
2656917827,public_transport,station,regular
2656917827,railway,station,regular
2662245085,traffic_calming,hump,regular
2668165269,traffic_calming,hump,regular
2670012254,housenumber,9,addr
2672754489,housenumber,1,addr
2672754489,street,Laity Street,addr
2672754489,date,2014-02-15,survey
2672754698,housenumber,186,addr
2672754698,street,Church Street,addr
2672754698,date,2014-02-15,survey
2672754903,housenumber,24,addr
2672754903,street,Laity Street,addr
2672754903,date,2014-02-15,survey
2672755094,housenumber,308,addr
2672755094,street,Coppin Street,addr
2672755094,date,2014-02-15,survey
2672755301,housenumber,39,addr
2672755301,street,Nicholson Street,addr
2672755301,date,2014-02-15,survey
2672755391,housenumber,52,addr
2672755391,street,Lincoln Street,addr
2672755391,date,2014-02-15,survey
2672755480,housenumber,71,addr
2672755480,street,Laity Street,addr
2672755480,date,2014-02-15,survey
2672755675,housenumber,82,addr
2672755675,street,Laity Street,addr
2672755675,name,Under construction (houses),regular
2672755675,date,2014-02-15,survey
2676262705,traffic_calming,hump,regular
2678593714,housenumber,191,addr
2678593714,street,Hotham Street,addr
2678593714,date,2014-02-16,survey
2678597255,housenumber,17,addr
2678597255,street,Shelley Street,addr
2678597255,date,2014-02-16,survey
2678597474,housenumber,50,addr
2678597474,street,Lennox Street,addr
2678597474,date,2014-02-16,survey
2678597651,amenity,waste_basket,regular
2678597651,date,2014-02-16,survey
2678597651,waste,needles,regular
2690754173,housenumber,990,addr
2690754173,street,La Trobe Street,addr
2690754173,amenity,cafe,regular
2690754173,cuisine,coffee_shop,regular
2690754173,internet_access,no,regular
2690754173,name,Cafenetics,regular
2690754173,phone,96704442,regular
2690754173,website,http://www.cafenatics.com.au/locations/990-la-trobe,regular
2690754173,wheelchair,yes,regular
2692573959,information,map,regular
2692573959,name,Civic Guide,regular
2692573959,tourism,information,regular
2694320626,amenity,bench,regular
2694320626,backrest,yes,regular
2694320626,seats,6,regular
2694320626,date,2014-02-17,survey
2694389723,housenumber,169,addr
2694389723,street,Nicholson Street,addr
2694389723,date,2014-02-17,survey
2694389892,housenumber,201,addr
2694389892,date,2014-02-17,survey
2694390065,city,Abbotsford,addr
2694390065,country,AU,addr
2694390065,housenumber,93b,addr
2694390065,postcode,3067,addr
2694390065,state,Victoria,addr
2694390065,street,Park Street,addr
2694390065,date,2014-02-17,survey
2697593551,amenity,waste_basket,regular
2699248328,amenity,post_box,regular
2707976507,amenity,drinking_water,regular
2713476606,amenity,bench,regular
2716427117,city,Fitzroy,addr
2716427117,housenumber,359,addr
2716427117,postcode,3065,addr
2716427117,street,Kerr Street,addr
2716427117,amenity,cafe,regular
2716427117,internet_access,no,regular
2716427117,name,ICI,regular
2716427117,opening_hours,07:00-15:00,regular
2720460571,city,Carlton North,addr
2720460571,housenumber,585A,addr
2720460571,postcode,3054,addr
2720460571,street,Canning Street,addr
2720460571,amenity,cafe,regular
2720460571,building,yes,regular
2720460571,name,Café BÜ,regular
2720460571,opening_hours,Mo-Fr 07:00-15:00; Sa-Su 08:00-16:00,regular
2720460571,website,https://www.facebook.com/CafeBuCarltonNorth,regular
2732960561,city,Collingwood,addr
2732960561,housenumber,44,addr
2732960561,postcode,3066,addr
2732960561,street,Smith Street,addr
2732960561,name,Fox Body Art,regular
2732960561,phone,+94172600,regular
2732960561,shop,tattoo,regular
2732960561,website,http://www.foxbodyart.com,regular
2733238830,traffic_calming,hump,regular
2735583369,barrier,gate,regular
2753274565,amenity,bicycle_parking,regular
2753274565,bicycle_parking,stands,regular
2753274565,capacity,2,regular
2760171091,amenity,vending_machine,regular
2760171091,vending,drinks,regular
2807743103,amenity,bank,regular
2807743103,name,BOQ,regular
2808854920,traffic_calming,hump,regular
2905756407,traffic_calming,hump,regular
2913927740,amenity,bbq,regular
2913927740,fuel,electric,regular
2941319261,natural,tree,regular
2941319331,natural,tree,regular
2941320365,natural,tree,regular
2941590699,natural,tree,regular
2941596470,natural,tree,regular
2944929801,highway,turning_circle,regular
2962219893,housenumber,39,addr
2962219893,street,Waltham Street,addr
2962219893,date,2014-02-24,survey
2963998235,housenumber,297,addr
2963998235,street,Victoria Street,addr
2963998235,date,2014-02-16,survey
2963998285,city,Abbotsford,addr
2963998285,country,AU,addr
2963998285,housenumber,71,addr
2963998285,postcode,3067,addr
2963998285,state,Victoria,addr
2963998285,street,Charles Street,addr
2963998285,date,2014-02-16,survey
2967037051,housenumber,22,addr
2967037051,street,Albert Street,addr
2967037051,date,2014-02-16,survey
2967037103,housenumber,70,addr
2967037103,street,William Street,addr
2967037103,date,2014-02-16,survey
2967254159,housenumber,10,addr
2967254159,street,Bond Street,addr
2967254159,date,2014-02-22,survey
2967254209,housenumber,7,addr
2967254209,street,Cooke Street,addr
2967254209,date,2014-02-22,survey
2975246301,entrance,yes,regular
2987265133,amenity,bench,regular
3001751333,amenity,waste_basket,regular
3009770709,amenity,pub,regular
3009770709,name,Mama bear,regular
3066362933,housenumber,145,addr
3066362933,street,Dover Street,addr
3101319434,city,Collingwood,addr
3101319434,housenumber,6,addr
3101319434,postcode,3066,addr
3101319434,street,Smith Street,addr
3101319434,name,Manfax Paint and Hardware,regular
3101319434,opening_hours,Mo-Fr 7:30-17:15; Sa 8:00-16:00,regular
3101319434,shop,hardware,regular
3101319434,wheelchair,yes,regular
3162736033,power,pole,regular
3204426723,highway,street_lamp,regular
3238909559,leisure,picnic_table,regular
3269958061,name,Jeanswest,regular
3269958061,shop,clothes,regular
3276141239,amenity,bureau_de_change,regular
3276141239,name,United,regular
3291840662,amenity,cafe,regular
3291840662,name,Hugo's Express,regular
3293343021,natural,tree,regular
3311820212,housenumber,442,addr
3311820212,street,Collins Street,addr
3317846708,amenity,bench,regular
3317846708,backrest,yes,regular
3317846708,colour,gray,regular
3317846708,material,metal,regular
3317846708,seats,50,regular
3326760725,display,digital,regular
3326760725,man_made,monitoring_station,regular
3326760725,bicycle,yes,monitoring
3326760725,name,Capital City Trail,regular
3326760725,start_date,2013,regular
3326760725,support,pole,regular
3326760725,visibility,street,regular
3326760725,website,http://eco-public.com/Public/?id=100009931,regular
3345061645,highway,crossing,regular
3345138782,highway,traffic_signals,regular
3345608728,highway,traffic_signals,regular
3359298539,highway,traffic_signals,regular
3360745888,city,Abbotsford,addr
3360745888,country,AU,addr
3360745888,housenumber,128,addr
3360745888,postcode,3067,addr
3360745888,state,Victoria,addr
3360745888,street,Gipps Street,addr
3360745888,source,survey,regular
3360746840,amenity,bicycle_parking,regular
3360746840,capacity,2,regular
3360746840,source,survey,regular
3363089114,highway,traffic_signals,regular
3367904401,highway,traffic_signals,regular
3373053619,highway,traffic_signals,regular
3374134101,highway,traffic_signals,regular
3376061069,housenumber,770,addr
3376061069,street,High Street,addr
3376061069,building,yes,regular
3377509252,amenity,parking,regular
3383772366,housenumber,872,addr
3383772366,street,Sydney Road,addr
3383772366,building,yes,regular
3390574047,highway,traffic_signals,regular
3394726640,highway,traffic_signals,regular
3394781933,highway,traffic_signals,regular
3417420827,entrance,yes,regular
3418896125,barrier,gate,regular
3442391197,amenity,waste_basket,regular
3463257237,amenity,theatre,regular
3463257237,name,Sunderland Theatre,regular
3481124187,city,North Melbourne,addr
3481124187,country,AU,addr
3481124187,housenumber,11,addr
3481124187,postcode,3051,addr
3481124187,state,Victoria,addr
3481124187,street,Errol Street,addr
3481124187,amenity,fast_food,regular
3481124187,cuisine,fish_and_chips,regular
3481124187,name,Salt,regular
3481124187,opening_hours,Mo-Fr 11:30-21:00; Sa-Su 12:00-21:00,regular
3481124187,outdoor_seating,yes,regular
3481124187,coins,yes,payment
3481124187,maestro,yes,payment
3481124187,mastercard,yes,payment
3481124187,notes,yes,payment
3481124187,visa,yes,payment
3481124187,visa_debit,yes,payment
3481124187,phone,+93282829,regular
3481124187,smoking,no,regular
3481124187,takeaway,yes,regular
3481124187,wheelchair,yes,regular
3494348622,amenity,drinking_water,regular
3508072912,city,Richmond,addr
3508072912,country,AU,addr
3508072912,housenumber,304,addr
3508072912,postcode,3121,addr
3508072912,state,Victoria,addr
3508072912,street,Church Street,addr
3508072912,source,survey,regular
3512393733,name,St Brendan's Church,regular
3522857445,amenity,college,regular
3522857445,name,Evolve College,regular
3608341897,city,Collingwood,addr
3608341897,housenumber,73,addr
3608341897,postcode,3066,addr
3608341897,street,Rupert Street,addr
3608341897,amenity,bar,regular
3608341897,name,Rupert on Rupert,regular
3608341897,website,http://rupertonrupert.com.au/,regular
3662346807,amenity,waste_basket,regular
3662346807,source,survey,regular
3683237999,housenumber,509,addr
3683237999,street,High Street,addr
3683237999,building,yes,regular
3685576633,housenumber,3,addr
3685576633,street,Railway Street,addr
3685576633,building,yes,regular
3722167596,city,South Yarra,addr
3722167596,postcode,3141,addr
3722167596,street,Punt Road,addr
3722167596,name,7-Eleven,regular
3722167596,shop,convenience,regular
3731163526,natural,tree,regular
3755325126,housenumber,143,addr
3755325126,street,Victoria Parade,addr
3755325126,amenity,cafe,regular
3755325126,name,The Lunch Box,regular
3775880059,name,Plaza Deli,regular
3775880059,shop,deli,regular
3779069822,highway,traffic_signals,regular
3783291001,traffic_calming,hump,regular
3879095940,power,pole,regular
3879739054,power,pole,regular
3880968504,power,pole,regular
3881422157,leisure,pitch,regular
3881422157,sport,basketball,regular
3881737087,power,pole,regular
3885306979,name,Plush,regular
3885306979,shop,furniture,regular
3922729771,bus,yes,regular
3922729771,highway,bus_stop,regular
3922729771,name,Brunswick Street,regular
3922729771,network,PTV - Metropolitan Buses,regular
3922729771,operator,Dysons,regular
3922729771,public_transport,platform,regular
3922729771,route_ref,546,regular
3922729771,shelter,yes,regular
3922937457,amenity,pharmacy,regular
3922937457,name,Thao Nguyen Pharmacy,regular
3924718753,name,Stop 116: Fenwick Street,regular
3924718753,network,PTV - Metropolitan Trams,regular
3924718753,operator,Yarra Trams,regular
3924718753,public_transport,platform,regular
3924718753,ref,116,regular
3924718753,route_ref,1;8,regular
3924718753,tram,yes,regular
3925153646,name,Stop 14: Arts Precinct,regular
3925153646,network,PTV - Metropolitan Buses,regular
3925153646,operator,Yarra Trams,regular
3925153646,public_transport,stop_position,regular
3925153646,ref,14,regular
3925153646,tram,yes,regular
3926434755,bus,yes,regular
3926434755,name,Toorak Road,regular
3926434755,network,PTV - Metropolitan Buses,regular
3926434755,operator,Eastrans,regular
3926434755,public_transport,stop_position,regular
3933090382,highway,traffic_signals,regular
3937076857,amenity,waste_basket,regular
3937113675,name,Stop 13: Lansdowne Street,regular
3937113675,network,PTV - Metropolitan Trams,regular
3937113675,operator,Yarra Trams,regular
3937113675,public_transport,stop_position,regular
3937113675,ref,13,regular
3937113675,tram,yes,regular
3942998909,name,Coles,regular
3942998909,opening_hours,Closes 11pm,regular
3942998909,shop,supermarket,regular
3942998909,website,http://www.coles.con.au,regular
3945796055,check_date,2017-02-15,regular
3945796055,name,Stop 2: Market Street (closed until late 2019),regular
3945796055,network,PTV - Metropolitan Trams,regular
3945796055,opening_date,2019,regular
3945796055,source,https://www.ptv.vic.gov.au/live-travel-updates/article/route-55-temporary-tram-stop-closure-from-monday-13-february-2017-to-late-2019/,opening_date
3945796055,operator,Yarra Trams,regular
3945796055,public_transport,platform,regular
3945796055,ref,2,regular
3945796055,tram,yes,regular
3947038089,name,Stop D15: Batman's Hill,regular
3947038089,network,PTV - Metropolitan Trams,regular
3947038089,operator,Yarra Trams,regular
3947038089,public_transport,stop_position,regular
3947038089,ref,D15,regular
3947038089,tram,yes,regular
3949687614,city,Fitzroy,addr
3949687614,housenumber,420,addr
3949687614,street,Brunswick Street,addr
3949687614,name,Antiques & Collectables,regular
3949687614,shop,antiques,regular
3961293491,name,Stop 29: Merton Street,regular
3961293491,network,PTV - Metropolitan Trams,regular
3961293491,operator,Yarra Trams,regular
3961293491,public_transport,stop_position,regular
3961293491,ref,29,regular
3961293491,tram,yes,regular
3967629868,name,Southern Cross,regular
3967629868,network,PTV - Regional Trains,regular
3967629868,operator,V/Line,regular
3967629868,public_transport,stop_position,regular
3967629868,ref,SSS,regular
3967629868,train,yes,regular
3970811101,crossing,traffic_signals,regular
3970811101,highway,crossing,regular
3987318539,highway,speed_camera,regular
3987318539,maxspeed,70,regular
4000075633,highway,traffic_signals,regular
4013820215,entrance,main,regular
4017426048,leisure,park,regular
4017426048,name,A.W. Knight Reserve,regular
4064857281,highway,bus_stop,regular
4065854692,city,Docklands,addr
4065854692,housenumber,757,addr
4065854692,postcode,3008,addr
4065854692,street,Bourke Street,addr
4065854692,amenity,pub,regular
4065854692,name,Nixon Hotel,regular
4065854692,phone,+96423272,regular
4065854692,website,http://www.nixonhotel.com.au/,regular
4068018001,city,Collingwood,addr
4068018001,housenumber,77,addr
4068018001,postcode,3066,addr
4068018001,street,Cambridge Street,addr
4068018001,name,Lindberg Galleries,regular
4068018001,opening_hours,We-Sa 11:00-17:00,regular
4068018001,shop,art,regular
4068018001,website,http://lindbergcontemporary.com.au/,regular
4097061842,name,Stop 33: Hobson Street,regular
4097061842,network,PTV - Metropolitan Trams,regular
4097061842,operator,Yarra Trams,regular
4097061842,public_transport,stop_position,regular
4097061842,railway,tram_stop,regular
4097061842,ref,33,regular
4097061842,tram,yes,regular
4138473906,natural,tree,regular
4148845985,name,Stop 7E: Punt Road,regular
4148845985,network,PTV - Metropolitan Trams,regular
4148845985,operator,Yarra Trams,regular
4148845985,public_transport,stop_position,regular
4148845985,ref,7E,regular
4148845985,tram,yes,regular
4157116113,name,Burnley,regular
4157116113,network,PTV - Metropolitan Trains,regular
4157116113,operator,Metro Trains Melbourne,regular
4157116113,public_transport,stop_position,regular
4157116113,ref,BLY,regular
4157116113,train,yes,regular
4169720255,name,Hawthorn,regular
4169720255,network,PTV - Metropolitan Trains,regular
4169720255,operator,Metro Trains Melbourne,regular
4169720255,public_transport,stop_position,regular
4169720255,ref,HAW,regular
4169720255,train,yes,regular
4204128190,housenumber,63,addr
4204128190,street,Noone Street,addr
4204128190,building,yes,regular
4213415836,amenity,atm,regular
4213415836,name,Westpac,regular
4242570441,housenumber,204 - 206,addr
4242570441,street,Arden Street,addr
4242570441,leisure,sports_centre,regular
4242570441,name,North Melbourne Football Club,regular
4248321541,city,Melbourne,addr
4248321541,housenumber,15,addr
4248321541,postcode,3000,addr
4248321541,street,Collins Street,addr
4248321541,level,11,regular
4248321541,name,Dr Johannes Kern - Melbourne Skin Clinic. Dermatologist,regular
4248321541,wheelchair,yes,regular
4269463945,city,Melbourne,addr
4269463945,postcode,VIC 3000,addr
4269463945,street,Collins Street,addr
4269463945,name,Tafts the Pen people,regular
4271393502,amenity,bicycle_parking,regular
4271393502,capacity,10,regular
4273127389,bus,yes,regular
4273127389,name,Ferrars Street,regular
4273127389,network,PTV - Metropolitan Buses,regular
4273127389,operator,Transdev,regular
4273127389,public_transport,stop_position,regular
4294470749,name,Stop 25: Albert Street,regular
4294470749,network,PTV - Metropolitan Trams,regular
4294470749,operator,Yarra Trams,regular
4294470749,public_transport,platform,regular
4294470749,ref,25,regular
4294470749,route_ref,96,regular
4294470749,tram,yes,regular
4297530183,name,Stop 15: Smith Street,regular
4297530183,network,PTV - Metropolitan Trams,regular
4297530183,operator,Yarra Trams,regular
4297530183,public_transport,platform,regular
4297530183,ref,15,regular
4297530183,route_ref,86,regular
4297530183,tram,yes,regular
4299355289,level,0,regular
4299355289,name,Soap Bar Launderette,regular
4299355289,opening_hours,06:30-23:00,regular
4299355289,shop,laundry,regular
4299355289,opening_hours,survey,source
4299355289,website,www.soap-bar.com.au,regular
4299355289,wheelchair,yes,regular
4302888739,housenumber,211,addr
4302888739,street,La Trobe Street,addr
4302888739,amenity,restaurant,regular
4302888739,name,Hudson coffee,regular
4307006922,bus,yes,regular
4307006922,name,Clifton Hill Interchange,regular
4307006922,network,PTV - Metropolitan Buses,regular
4307006922,operator,Transdev,regular
4307006922,public_transport,platform,regular
4307006922,ref,25,regular
4307006922,shelter,yes,regular
4307006972,name,Stop 23: Park Street,regular
4307006972,network,PTV - Metropolitan Trams,regular
4307006972,operator,Yarra Trams,regular
4307006972,public_transport,platform,regular
4307006972,ref,23,regular
4307006972,route_ref,11,regular
4307006972,tram,yes,regular
4309105907,name,Stop 41: Collins Street,regular
4309105907,network,PTV - Metropolitan Trams,regular
4309105907,operator,Yarra Trams,regular
4309105907,public_transport,platform,regular
4309105907,ref,41,regular
4309105907,route_ref,86,regular
4309105907,tram,yes,regular
4315827336,name,Stop 48: Wilson Street,regular
4315827336,network,PTV - Metropolitan Trams,regular
4315827336,operator,Yarra Trams,regular
4315827336,public_transport,platform,regular
4315827336,ref,48,regular
4315827336,route_ref,78,regular
4315827336,tram,yes,regular
4321892445,natural,tree,regular
4321896695,natural,tree,regular
4324937200,name,Stop 24: Blyth Street,regular
4324937200,network,PTV - Metropolitan Trams,regular
4324937200,operator,Yarra Trams,regular
4324937200,public_transport,platform,regular
4324937200,ref,24,regular
4324937200,route_ref,19,regular
4324937200,tram,yes,regular
4326397422,bus,yes,regular
4326397422,name,Princes Park,regular
4326397422,network,PTV - Metropolitan Buses,regular
4326397422,operator,Dysons,regular
4326397422,public_transport,stop_position,regular
4351781233,housenumber,336,addr
4351781233,street,Toorak Road,addr
4351781233,building,yes,regular
4362288150,entrance,yes,regular
4362288150,wheelchair,no,regular
4367162745,amenity,drinking_water,regular
4392883420,amenity,post_box,regular
4392883420,operator,Australia Post,regular
4406867174,name,Essendon,regular
4406867174,network,PTV,regular
4406867174,operator,Metro Trains Melbourne;V/Line,regular
4406867174,public_transport,stop_position,regular
4406867174,ref,ESD,regular
4406867174,train,yes,regular
4413196741,bus,yes,regular
4413196741,name,Footscray Station,regular
4413196741,network,PTV - Metropolitan Buses,regular
4413196741,operator,Sita,regular
4413196741,public_transport,stop_position,regular
4418501631,natural,tree,regular
4418501681,natural,tree,regular
4418501731,natural,tree,regular
4423517767,housenumber,49,addr
4423517767,street,Peel Street,addr
4423517767,building,yes,regular
4427569745,bus,yes,regular
4427569745,name,Commercial Road,regular
4427569745,network,PTV - Metropolitan Buses,regular
4427569745,not_served_by,223;941;942;952,regular
4427569745,operator,CDC Melbourne,regular
4427569745,public_transport,platform,regular
4427569745,route_ref,406,regular
4427569795,name,Stop 57: Titch Street,regular
4427569795,network,PTV - Metropolitan Trams,regular
4427569795,operator,Yarra Trams,regular
4427569795,public_transport,platform,regular
4427569795,ref,57,regular
4427569795,route_ref,82,regular
4427569795,tram,yes,regular
4443667819,housenumber,12,addr
4443667819,street,Ramsden Street,addr
4454744687,name,Stop 37: Maribyrnong Road,regular
4454744687,network,PTV - Metropolitan Trams,regular
